### WONDERS ###
#
#
# # SPECIAL # #
#
upgrade_rock_troll_colony_desc;It is not known whether Stone Trolls are a distinct subspecies of their breed or merely ordinary trolls who have spent long periods of time subsisting on a mineral diet. Regardless, these creatures have all the strength, stupidity, and regenerative ability of normal trolls, combined with a rocky hide that makes them even more resilient.;;;;;;;;;;;;x
upgrade_squigball_arena;Squigball Arena;;;;;;;;;;;;x
upgrade_squigball_arena_desc;Squigball!!! This vicious team sport is one step removed from a gang brawl, but it does a fine job of channeling greenskin aggression into a (usually) non-murderous direction. This is very good news for the tribe's smaller members.;;;;;;;;;;;;x
upgrade_totem_gork;Totem of Gork;;;;;;;;;;;;x
upgrade_totem_gork_desc;This crude totem has been thrown together in honor of the greenskin god of brutal cunning, Gork. Or perhaps it's to Mork?;;;;;;;;;;;;x
upgrade_totem_mork;Totem of Mork;;;;;;;;;;;;x
upgrade_totem_mork_desc;This crude totem has been thrown together in honor of the greenskin god of cunning brutality, Mork. Or perhaps it's to Gork?;;;;;;;;;;;;x
upgrade_warboss_hall;Warboss Hall;;;;;;;;;;;;x
upgrade_warboss_hall_desc;Most of the time, a Warboss shows his status with his physical stature, some personal decoration, and by bashin' whoever gets in his way. But successful warbosses do fit out crude audience chambers with their grotesque trophies and some grow to enjoy lording their status over lesser beings. When the tribe has captured a great holding of some more sophisitcated race, any manner of building might end up converted into a really grand throne room.;;;;;;;;;;;;x
upgrade_warchanter_grotto;Warchanter Grotto;;;;;;;;;;;;x
upgrade_warchanter_grotto_desc;There are no priests of Mork and Gork, but Warchanters come close. These greenskins can hear the primal rhythm of the Waaagh! and drum them out to stir up the reast of the boyz.;;;;;;;;;;;;x
#
# # WONDER INTERACTIONS # #
#
# DECISIONS #
grandmaster_society_wonder_upgrade;Improve Great Work;;;;;;;;;;;;x
grandmaster_society_wonder_upgrade_desc;By expending immense society influence, you can build an upgrade to this province's Great Work.;;;;;;;;;;;;x
grandmaster_society_wonder_upgrade_power_desc;This power enables an option to right-click on your county titles where Great Works are present and spend society currency to add or improve engineering upgrades.;;;;;;;;;;;;x
# EVENTS #
EVTDESC_wh_wonders.100;Spending 10000 society currency will result in instantly building a Great Work upgrade and add an extra upgrade slot to the Great Work. Alternatively, you may spend 2000 currency to improve an existing upgrade so that it adds an extra upgrade slot.;;;;;;;;;;;;x
EVTOPT_wh_wonders.100.EngED_build;Build Engineered Defences;;;;;;;;;;;;x
EVTOPT_wh_wonders.100.EngED_improve;Improve Engineered Defences;;;;;;;;;;;;x
EVTOPT_wh_wonders.100.EngEC_build;Build Engineered Canals;;;;;;;;;;;;x
EVTOPT_wh_wonders.100.EngEC_improve;Improve Engineered Canals;;;;;;;;;;;;x
EVTOPT_wh_wonders.100.EngSS_build;Build Sewer System;;;;;;;;;;;;x
EVTOPT_wh_wonders.100.ENGSS_improve;Improve Sewer System;;;;;;;;;;;;x
EVTOPT_wh_wonders.100.EngGP_build;Build Geothermal Power;;;;;;;;;;;;x
EVTOPT_wh_wonders.100.EngGP_improve;Improve Geothermal Power;;;;;;;;;;;;x
EVTOPT_wh_wonders.100.EngDA_build;Build Aerodrome;;;;;;;;;;;;x
EVTOPT_wh_wonders.100.EngDA_improve;Improve Aerodrome;;;;;;;;;;;;x
EVTOPT_wh_wonders.100.EngMP_build;Build Mining Pumps;;;;;;;;;;;;x
EVTOPT_wh_wonders.100.EngMP_improve;Improve Mining Pumps;;;;;;;;;;;;x
EVTOPT_wh_wonders.100_nope;Not right now;;;;;;;;;;;;x
EVTDESC_LT_60601_GREEN;Sum of dis 'uge place fell off! Itz soft, jus' loik da gitz we took it frum!;;;;;;;;;;;;x
EVTOPTGREEN_LT_60601;Ha! Green iz best!;;;;;;;;;;;;x
