#Used IDs 6451-6534
#Free IDs 6535-6600

6451 = {	#50009
	add_trait = lustful
	add_trait = kind
	father = 6523 #Adalhard
	1983.5.27 = {birth = yes}
	2036.2.16 = {death = yes}
}

6526 = {	#50820
	name = Karadeg
	dynasty = 27039
	dna = eodniekfoii
	culture = carcassian
	religion = grail
	martial = 6
	diplomacy = 8
	stewardship = 8
	intrigue = 6
	learning = 4
	add_trait = detached_priest
	add_trait = impaler
	add_trait = temperate
	add_trait = charitable
	add_trait = ugly
	father = 6523 #Adalhard
	1988.7.3 = {birth = yes}
	2053.11.25 = {death = yes}
}

6527 = {	#50821
	name = Aouregan
	female = yes
	dynasty = 27039
	dna = folghdhfohf
	culture = carcassian
	religion = grail
	father = 6523 #Adalhard
	1991.3.2 = {birth = yes}
	2034.1.14 = {death = yes}
}

6528 = {	#50822
	name = Sian
	dynasty = 27039
	dna = lcmlhemdlhg
	culture = carcassian
	religion = grail
	martial = 6
	diplomacy = 5
	stewardship = 7
	intrigue = 8
	learning = 7
	add_trait = creature_human
	add_trait = misguided_warrior
	add_trait = proud
	add_trait = temperate
	add_trait = stutter
	father = 6524 #Girec
	2005.12.24 = {birth = yes}
	2073.7.31 = {death = yes}
}

6529 = {	#50823
	name = Rumengild
	female = yes
	dynasty = 27039
	dna = jggliejpcgg
	culture = carcassian
	religion = grail
	father = 6524 #Girec
	add_trait = creature_human
	2009.8.17 = {birth = yes}
	2068.12.4 = {death = yes}
}

###New characters for southern bretonnia to replace Wither
6530 = {	#50826
	name = Edward
	dynasty = 27126
	culture = carcassian
	religion = grail
	martial = 7
	diplomacy = 5
	stewardship = 9
	intrigue = 1
	learning = 2
	disallow_random_traits = yes
	easter_egg = yes
	add_trait = creature_human
	add_trait = fortune_builder
	add_trait = greedy
	add_trait = proud
	add_trait = fat
	add_trait = poet
	1990.6.14 = {birth = yes}
	2010.1.1 = {
		add_spouse = 6531
		effect = {
			add_friend = 6532
			add_friend = 6534
		}
	}
	2050.1.1 = {death = yes}
}

6531 = {	#50827
	name = Blanche
	female = yes
	dynasty = 0
	culture = carcassian
	religion = grail
	martial = 6
	diplomacy = 10
	stewardship = 3
	intrigue = 5
	learning = 7
	disallow_random_traits = yes
	easter_egg = yes
	add_trait = creature_human
	add_trait = charismatic_negotiator
	add_trait = kind
	add_trait = proud
	add_trait = patient
	add_trait = diligent
	add_trait = charitable
	1993.6.14 = {birth = yes}
	2010.1.1 = {add_spouse = 6530}
	2050.1.1 = {death = yes}
}

6532 = {	#50828
	name = Françosio
	dynasty = 27127
	culture = carcassian
	religion = grail
	martial = 9
	diplomacy = 2
	stewardship = 5
	intrigue = 1
	learning = 6
	disallow_random_traits = yes
	easter_egg = yes
	add_trait = creature_human
	add_trait = brilliant_strategist
	add_trait = holy_warrior
	add_trait = brave
	add_trait = patient
	add_trait = diligent
	add_trait = charitable
	add_trait = proud
	add_trait = zealous
	add_trait = bretonnian_knight
	1992.7.10 = {birth = yes}
	2009.1.1 = {add_spouse = 6533}
	2010.1.1 = {
		effect = {
			join_society = knights_of_bretonnia
			society_rank_up = {
				society = knights_of_bretonnia
				rank = 2
			}
			add_friend = 6530
			add_friend = 6534
		}
	}
	2050.1.1 = {death = yes}
}

6533 = {	#50829
	name = Emma
	female = yes
	dynasty = 0
	culture = carcassian
	religion = grail
	martial = 0
	diplomacy = 7
	stewardship = 4
	intrigue = 6
	learning = 3
	disallow_random_traits = yes
	easter_egg = yes
	add_trait = creature_human
	add_trait = flamboyant_schemer
	add_trait = paranoid
	add_trait = deceitful
	add_trait = patient
	add_trait = proud
	add_trait = zealous
	add_trait = diligent
	1992.7.10 = {birth = yes}
	1998.1.1 = {effect = {add_friend = 6531}}
	2009.1.1 = {add_spouse = 58028}
	2050.1.1 = {death = yes}
}

6534 = {	#50830
	name = Gaston
	dynasty = 27128
	culture = carcassian
	religion = grail
	martial = 27
	diplomacy = 3
	stewardship = 0
	intrigue = 0
	learning = 0
	disallow_random_traits = yes
	easter_egg = yes
	add_trait = creature_human
	add_trait = brilliant_strategist
	add_trait = aggressive_leader
	add_trait = trusting
	add_trait = honest
	add_trait = duelist
	add_trait = imbecile
	add_trait = zealous
	add_trait = strong
	add_trait = grail_knight
	1967.8.10 = {birth = yes}

	2010.1.1 = {
		effect = {
			join_society = knights_of_bretonnia
			society_rank_up = {
				society = knights_of_bretonnia
				rank = 4
			}
			add_friend = 6530
			add_friend = 6532
		}
	}
	2050.1.1 = {death = yes}
}
###
